file_id,scope_origin,source_path,logical_document_id,title,batch,domain,classification,owner,revision,canonical_status,authority_resolution,review_status,internal_profile_source,derived_internal_review_tier,public_profile_source,derived_external_presentation_tier,visual_qa_status,github_handling,release_state,control_note
ZIP-0024,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/AI_REVIEW_HANDOFF_PREBENCH_2026-08-24.md,,AI_REVIEW_HANDOFF_PREBENCH_2026-08-24,BATCH 9,GOVERNANCE,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0025,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/BASELINE_UPDATE_RevA2R1_PREBENCH_2026-08-24.md,,BASELINE_UPDATE_RevA2R1_PREBENCH_2026-08-24,BATCH 9,GOVERNANCE,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0026,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/BATTERY_LP602030HA_SOURCE_RECHECK_R1_2026-08-24.md,,BATTERY_LP602030HA_SOURCE_RECHECK_R1_2026-08-24,BATCH 2,UNASSIGNED,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Engineering / Document Control — FUNCTIONAL OWNER / HUMAN ASSIGNMENT OPEN,SOURCE REVISION NOT STATED / NOT VERIFIED,EVIDENCE INPUT — NO COMPONENT OR AUTONOMY DECISION,SUPPORTING EVIDENCE — PARAMETRIC / PRE-BENCH ONLY,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0027,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/EMOPET_PREBENCH_MAXIMUM_CLOSURE_2026-08-24.md,,EMOPET_PREBENCH_MAXIMUM_CLOSURE_2026-08-24,BATCH 9,GOVERNANCE,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0028,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/EMOPET_TAG_PREBENCH_DASHBOARD_2026-08-24.xlsx,,EMOPET_TAG_PREBENCH_DASHBOARD_2026-08-24,BATCH 9,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0029,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/MAT_RfCf_LOW_FREQUENCY_RECOVERY_TRADE_STUDY.csv,,MAT_RfCf_LOW_FREQUENCY_RECOVERY_TRADE_STUDY,BATCH 9,MAT,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0030,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/MAT_RfCf_LOW_FREQUENCY_RECOVERY_TRADE_STUDY.md,,MAT_RfCf_LOW_FREQUENCY_RECOVERY_TRADE_STUDY,BATCH 9,MAT,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0031,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_BLE_CHARACTERIZATION_HARNESS_R1_2026-08-24.md,,TAG_BLE_CHARACTERIZATION_HARNESS_R1_2026-08-24,BATCH 9,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0032,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_BMI270_25HZ_BENCH_CONFIG_R1_2026-08-24.md,,TAG_BMI270_25HZ_BENCH_CONFIG_R1_2026-08-24,BATCH 9,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0033,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_CHARGE_MCP73831_SOURCE_HARDENING_R1_2026-08-24.md,,TAG_CHARGE_MCP73831_SOURCE_HARDENING_R1_2026-08-24,BATCH 9,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0034,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_MIC_INMP441_vs_T5848_SOURCE_GATE_R1_2026-08-24.md,,TAG_MIC_INMP441_vs_T5848_SOURCE_GATE_R1_2026-08-24,BATCH 9,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0035,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_NTC10K_EXACT_SOURCE_CANDIDATES_R1_2026-08-24.md,,TAG_NTC10K_EXACT_SOURCE_CANDIDATES_R1_2026-08-24,BATCH 9,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0036,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_PHASE2_BLOCKER_ROUTING_REGISTER_2026-08-24.md,,TAG_PHASE2_BLOCKER_ROUTING_REGISTER_2026-08-24,BATCH 2,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Engineering / Document Control — FUNCTIONAL OWNER / HUMAN ASSIGNMENT OPEN,SOURCE REVISION NOT STATED / NOT VERIFIED,EVIDENCE INPUT — NO COMPONENT OR AUTONOMY DECISION,SUPPORTING EVIDENCE — PARAMETRIC / PRE-BENCH ONLY,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0037,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_PHASE2_PARAMETRIC_SENSITIVITY_R1_4_2026-08-24.xlsx,,TAG_PHASE2_PARAMETRIC_SENSITIVITY_R1_4_2026-08-24,BATCH 2,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Engineering / Document Control — FUNCTIONAL OWNER / HUMAN ASSIGNMENT OPEN,SOURCE REVISION NOT STATED / NOT VERIFIED,EVIDENCE INPUT — NO COMPONENT OR AUTONOMY DECISION,SUPPORTING EVIDENCE — PARAMETRIC / PRE-BENCH ONLY,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0038,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_PHASE2_POWER_STATE_MATRIX_R1_3_NRF9151_OFFICIAL_SOURCE_CAPTURE.csv,,TAG_PHASE2_POWER_STATE_MATRIX_R1_3_NRF9151_OFFICIAL_SOURCE_CAPTURE,BATCH 2,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Engineering / Document Control — FUNCTIONAL OWNER / HUMAN ASSIGNMENT OPEN,SOURCE REVISION NOT STATED / NOT VERIFIED,EVIDENCE INPUT — NO COMPONENT OR AUTONOMY DECISION,SUPPORTING EVIDENCE — PARAMETRIC / PRE-BENCH ONLY,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0039,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_PHASE2_SOURCE_READINESS_R1_4_2026-08-24.md,,TAG_PHASE2_SOURCE_READINESS_R1_4_2026-08-24,BATCH 2,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Engineering / Document Control — FUNCTIONAL OWNER / HUMAN ASSIGNMENT OPEN,SOURCE REVISION NOT STATED / NOT VERIFIED,EVIDENCE INPUT — NO COMPONENT OR AUTONOMY DECISION,SUPPORTING EVIDENCE — PARAMETRIC / PRE-BENCH ONLY,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0040,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_PREBENCH_EXIT_CRITERIA_R1_2026-08-24.md,,TAG_PREBENCH_EXIT_CRITERIA_R1_2026-08-24,BATCH 9,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0041,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_Q4_PRODUCT_INPUT_FORM_R1_2026-08-24.md,,TAG_Q4_PRODUCT_INPUT_FORM_R1_2026-08-24,BATCH 9,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0042,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/03_PREBENCH_MAXIMUM_CLOSURE/TAG_S0_MEASUREMENT_RUN_MATRIX_R2_2026-08-24.csv,,TAG_S0_MEASUREMENT_RUN_MATRIX_R2_2026-08-24,BATCH 9,TAG,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Document Control / Engineering,SOURCE REVISION NOT STATED / NOT VERIFIED,PRESERVE AS STATIC INPUT / EXECUTION AND VALIDATION OPEN,SUPPORTING PREBENCH INPUT / CURRENT ENGINEERING AUTHORITY SEPARATE,RECONCILED 2026-08-28 — BATCH 9 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0043,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/04_PRODUCT_OBSERVATION_STANDARD/BASELINE_DELTA_PRODUCT_OBSERVATION_STANDARD_2026-08-24.md,OBS-001-DELTA,BASELINE_DELTA_PRODUCT_OBSERVATION_STANDARD_2026-08-24,BATCH 1,PRODUCT_OBSERVATION,INTERNAL CONTROLLED INPUT,Product,2026-08-24,CONTROLLED INTEGRATION INPUT — NOT YET BASELINE,RESOLVED — PRESERVE AS DELTA; OBS-001 CONTROLLED MASTER STILL REQUIRED,BATCH 1 DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED; CLAIM EVIDENCE PARTIAL,INCLUDE — CONTROLLED SOURCE / RECONCILIATION RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0044,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/04_PRODUCT_OBSERVATION_STANDARD/EMOPET_OBSERVATION_CANONICAL_SCHEMA_v1_DRAFT.json,OBS-002-DRAFT,EMOPET_OBSERVATION_CANONICAL_SCHEMA_v1_DRAFT,BATCH 1,PRODUCT_OBSERVATION,INTERNAL DRAFT,Product,v1 DRAFT,DRAFT — OBSERVATION SCHEMA INPUT,RESOLVED — DRAFT / NOT CONTROLLED BASELINE,BATCH 1 DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED; CLAIM EVIDENCE PARTIAL,INCLUDE — CONTROLLED SOURCE / RECONCILIATION RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0045,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/04_PRODUCT_OBSERVATION_STANDARD/EMOPET_OBSERVATION_EXAMPLES_v1_DRAFT.md,OBS-UX-EXAMPLES-DRAFT,EMOPET_OBSERVATION_EXAMPLES_v1_DRAFT,BATCH 1,PRODUCT_OBSERVATION,INTERNAL DRAFT,Product / UX,v1 DRAFT,DRAFT UX EXAMPLES — NOT VALIDATION,RESOLVED — EXAMPLES ONLY; NO CLAIM AUTHORITY,BATCH 1 DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED; CLAIM EVIDENCE PARTIAL,INCLUDE — CONTROLLED SOURCE / RECONCILIATION RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0046,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/12_REV_A2R1_CURRENT_UPDATE_2026-08-24/04_PRODUCT_OBSERVATION_STANDARD/EMOPET_PRODUCT_OBSERVATION_STANDARD_v1_DRAFT.md,OBS-001-DRAFT,EMOPET_PRODUCT_OBSERVATION_STANDARD_v1_DRAFT,BATCH 1,PRODUCT_OBSERVATION,INTERNAL DRAFT,Product,v1 DRAFT,DRAFT PRODUCT DOCTRINE — NOT YET CONTROLLED OBS-001 MASTER,RESOLVED — PRODUCT DIRECTION PRESERVED; BASELINE APPROVAL PENDING,BATCH 1 DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED; CLAIM EVIDENCE PARTIAL,INCLUDE — CONTROLLED SOURCE / RECONCILIATION RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
